"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Short note","Advanced note","Quotes","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description","Date added"
"45638","9783453319707","2021 und davor","Fantasy",0,,,200,1,,,,"","Selias Geheimnis (Demon Cycle #5.5)",,"de","","Peter V. Brett","","","","","","Heyne Verlag",200,"2018-11-12","paperback","Dämonenzyklus",5.5,,,,,,,,"Bevor ihn alle Menschen als den Tätowierten Mann fürchteten und später als Erlöser feierten, war er einfach nur Arlen aus Tibbets Bach. Eine von denen, die ihn aufwachsen sahen, war Selia, die als Dorfsprecherin in Tibbets Bach für Ordnung sorgte und sich für Arlen einsetzte. Dass der oft widerwillige Respekt, der ihr von allen entgegengebracht wurde, sowie der abfällige Beiname »die Unfruchtbare« auf ein lange gehütetes Geheimnis der alten Frau zurückgingen, das ahnte niemand. Doch nun haben sich Seelendämonen den Geburtsort von Arlen ausgesucht, um als nächstes anzugreifen. Und in den Kämpfen um die Zukunft von Tibbets Bach brechen alte Wunden auf – heimliche Wunden, die Selia lange verborgen hielt. Als einige Dörfler sich plötzlich offen gegen sie stellen, beschließt Selia, sich nicht länger zu verstecken und ihr Geheimnis bloßzulegen. Das Geheimnis ihrer Liebe zu einer Frau …

Die Novelle Selias Geheimnis spielt nach den Ereignissen von Das Leuchten der Magie und Die Stimmen des Abgrunds. Das Buch enthält außerdem ein Grimoire der Siegelzeichen.","2022-11-28"
"45637","9783453316829","2021 und davor","Fantasy",0,,,208,1,,,,"","Das Erbe des Kuriers (Demon Cycle #3.5)",,"de","","Peter V. Brett","","","","","","Heyne Verlag",208,"2015-04-14","paperback","Dämonenzyklus",3.5,,,,,,,,"Das Erbe des Kuriers knüpft an die Ereignisse aus Das Lied der Dunkelheit an.

Angst beherrscht die Welt, denn immer nachts machen Dämonen Jagd auf alles, was lebt. Nur die Kuriere wagen sich noch auf die lebensgefährlichen mehrtägigen Reisen von Dorf zu Dorf und Stadt zu Stadt. Als der alte Ragen, der seine Kurierrouten an den jungen Arlen Bales abgetreten hat, jedoch erfährt, dass der Sohn seines Jugendfreundes verschwunden ist, macht er sich auf seine letzte, beschwerliche Reise. Hinaus in die Wildnis, wo die Dämonen warten …","2022-11-28"
"45636","9783453527089","2021 und davor","Fantasy",0,,,240,1,,,,"","Der große Basar (Demon Cycle, #1.6)","Erzählungen aus der Welt des Fantasy-Bestsellers ""Das Lied der Dunkelheit""","de","","Peter V. Brett","","","","","","Heyne Verlag",240,"2010-04-06","paperback","Dämonenzyklus",1.5,,,,,,,,"Dunkelheit regiert die Welt. Jede Nacht steigen Dämonen aus dem Boden hervor und bedrohen die Menschen. Keiner wagt es, sich den übermächtigen Kreaturen entgegenzustellen, bis auf Arlen. Der Junge beschließt, nach den alten, längst vergessenen magischen Siegeln zu suchen, mit denen die Dämonen besiegt werden können. Ein Abenteuer, das den Lauf der Welt für immer verändern wird …","2022-11-28"
"45635","9783453319387","2021 und davor","5 Books per month,Fantasy",0,,,560,1,,,,"","Die Stimmen des Abgrunds (Demon Cycle, #5.2)","Die Stimmen Des Abgrunds: Roman","de","","Peter V. Brett","","","","","","Heyne",560,"2018-04-10","paperback","Dämonenzyklus",6,,,,,,,,"Nach Das Leuchten der Magie ist Die Stimmen des Abgrunds der packende zweite Teil des fünften Bandes von Peter V. Bretts Dämonensaga, der im Original unter dem Titel The Core erschienen ist. Der letzte Krieg zwischen Menschen und Dämonen steht unmittelbar bevor, und die einzige Hoffnung der Menschheit ruht nun auf Arlen, seiner Frau Renna und seinem Rivalen Jardir. Denn nur, wenn es ihnen gelingt, den Willen eines der mächtigen Dämonenprinzen zu brechen und ihn zu zwingen, sie in den Abgrund zu führen, werden sie die dort herangezüchtete Dämonenarmee aufhalten können. Aber noch ist der Sieg gegen die Dämonen nur ein Traum …","2022-11-28"
"45634","9783453315747","2021 und davor","5 Books per month,Fantasy",0,,,656,1,,,,"","Das Leuchten der Magie (The Demon Cycle, #5)",,"de","","Peter V. Brett","","Ingrid Herrmann-Nytko","","","","Heyne Verlag",656,"2017-09-11","paperback","Dämonenzyklus",5,,,,,,,,"Das Leuchten der Magie ist der atemberaubende erste Teil von The Core, dem fünften Band und grandiosen Höhepunkt von Peter V. Bretts Dämonensaga. Der zweite Teil erscheint unter dem Titel Die Stimmen des Abgrunds im Frühjahr 2018.

Seit die Menschen beschlossen haben, sich den Dämonen der Nacht entgegenzustellen und zu kämpfen, hat sich das Antlitz der Welt gewandelt. Das Volk der Krasianer ist gegen den Norden in den Krieg gezogen, und das kleine Tal der Holzfäller ist zu einer mächtigen, siegelbewehrten Stadt angewachsen. Doch Arlen, der tätowierte Mann, und Jardir, der Anführer der Krasianer, stehen sich immer noch in erbitterter Feindschaft gegenüber – bis sie eines Tages beschließen, gemeinsam den Kampf zu den Dämonen hinunter ins Reich der Tiefe zu tragen. Die letzte Schlacht gegen die Wesen der Finsternis entscheidet über das Schicksal aller Völker …","2022-11-28"
"45633","9783453315730","2021 und davor","5 Books per month,Fantasy",0,,,1056,1,,,,"","Der Thron der Finsternis (Demon Cycle, #4)",,"de","","Peter V. Brett","","","","","","Heyne",1056,"2015-09-08","paperback","Dämonenzyklus",4,,,,,,,,"Der lange erwartete vierte Band von Peter V. Bretts Dämonensaga.

Die Welt der Menschen ist in Aufruhr. Nacht für Nacht steigen die Dämonen aus der Tiefe auf, um die Bewohner der Städte und Dörfer in Angst und Schrecken zu versetzen. Seit nicht nur ein, sondern zwei Männer aufgestanden sind, um gegen die finsteren Wesen zu kämpfen und die Völker der Menschen endlich zu befreien, herrscht allerdings Krieg – denn Arlen und Jardir könnten verschiedener nicht sein. Nicht einmal ein Zweikampf der beiden konnte den Zwist beenden, doch nun müssen sie sich ihrer größten Herausforderung stellen: dem Kampf gegen die Dämonenkönigin. Gemeinsam oder allein …","2022-11-28"
"45632","9783453524743","2021 und davor","",0,,,1057,1,,,,"","Die Flammen der Dämmerung (Demon Cycle, #3)","Die Flammen Der Dämmerung: Roman","de","","Peter V. Brett","","Ingrid Herrmann-Nytko","","","","Heyne",1057,"2013-03-11","paperback","Dämonenzyklus",3,,,,,,,,"Der Krieg um das Schicksal der Menschheit hat begonnen

Die Menschheit ist gefangen in einem Albtraum: Jede Nacht steigen Dämonen aus dem Boden empor und machen Jagd auf alle Lebewesen. Nur wenige wagen es, diesen Kreaturen zu widerstehen, unter ihnen Arlen, der tätowierte Mann, und Jardir, der Anführer der Wüstenkrieger. Doch die Welt duldet nur einen Erlöser der Menschheit, und ein Krieg scheint unvermeidlich – während sich in den Tiefen der Finsternis das Heer der Dämonen zum Marsch rüstet und eine blutige Zukunft heraufdämmert. Der letzte Kampf um die Rettung der Menschheit vor den Dämonen der Nacht beginnt.","2022-11-28"
"45631","9783453526112","2021 und davor","5 Books per month,Fantasy",0,,,1007,1,,,,"","Das Flüstern der Nacht (Demon Cycle, #2)","Roman","de","","Peter V. Brett","","Ingrid Herrmann-Nytko","","","","Heyne",1007,"2010-08-09","paperback","Dämonenzyklus",2,,,,,,,,"Die Menschheit ist gefangen in der Furcht vor den Dämonen der Dunkelheit. Nur der junge Arlen beschließt, sich mit magischen Siegeln den finsteren Wesen entgegenzustellen, und wird schon bald zu einer Legende. Als plötzlich aus dem Süden ein zweiter Befreier der Menschen auftaucht, droht alles in Chaos zu versinken. Doch Arlen hält fest an seiner Hoffnung auf das Ende der Nacht...","2022-11-28"
"45630","9783453524767","2021 und davor","5 Books per month,Fantasy",0,,,797,1,,,,"","Das Lied der Dunkelheit (Demon Cycle, #1)","Roman","de","","Peter V. Brett","","Ingrid Herrmann-Nytko","","","","Heyne",797,"2009-05-04","paperback","Dämonenzyklus",1,,,,,,,,"„Weit ist die Welt – und dunkel …“

… und in der Dunkelheit lauert die Gefahr. Das muss der junge Arlen auf bittere Weise selbst erfahren. Schon seit Jahrhunderten haben Dämonen, die sich des Nachts aus den Schatten erheben, die Menschheit zurückgedrängt. Das einzige Mittel, mit dem die Menschen ihre Angriffe abwehren können, sind die magischen Runenzeichen. Als Arlens Mutter bei solch einem Dämonenangriff umkommt, flieht er aus seinem Heimatdorf. Er will nach Menschen suchen, die den Mut noch nicht aufgegeben und das Geheimnis um die alten Kriegsrunen noch nicht vergessen haben. 

„Das Lied der Dunkelheit“ ist ein eindringliches, fantastisches Epos voller Magie und Abenteuer. Es erzählt die Geschichte eines Jungen, der einen hohen Preis bezahlt, um ein Held zu werden. Und es erzählt die Geschichte des größten Kampfes der Menschheit – der Kampf gegen die Furcht und die Dämonen der Nacht.","2022-11-28"
"4416937","9780648850939","2021 und davor","Fantasy",0,,,498,1,,,,"","Subversion",,"en","Adventure,Fantasy","Mitchell Hogan","","","","","","Crucible Press",498,"2021-06-01","paperback","The Necromancer's Key",3,,,,,,,,"A corrupted power stirs from beyond the grave.

The Necromancer Queen will rise again.




Sent with a contingent of knights to reinforce the Thousand Lakes Kingdom against the aggression of the normally peaceable Soreshi, Anskar DeVantte learns that the Necromancer Queen Talia's reach is longer than he could have believed.




Cajoled into procuring the components of the Armor of Divinity that will bring Talia back from the realm of the dead, Anskar must put her demands to one side when the real threat facing the Kingdom is revealed.




For the Necromancer Queen is not the only shadow of evil reaching forth.




And Anskar's growing sorcerous abilities may be all that stands in the breach between the world of Wiraya and a second cataclysmic demon war.




An immersive and ambitious new series from the Aurealis Award-winning author of A Crucible of Souls.","2022-11-28"
"7454751","9783764532314","2021 und davor","5 Books per month,Fantasy",0,,,1110,1,,,,"","Die Tochter des Wolfs","Roman - Erstmals auf Deutsch","de","","Robin Hobb","","","","","","Penhaligon",1110,"2019-01-01","paperback","Fitz-Weitseher Saga",7,,,,,,,,,"2022-11-28"
"2164972","9783492705042","2021 und davor","5 Books per month,Fantasy",0,,,990,1,,,,"","Krieger des Feuers: Die Nebelgeborenen 02",,"de","Fantasy","Brandon Sanderson","","","","","","Piper Verlag GmbH",990,"2018-08-01","paperback","Nebelgeborene",2,,,,,,,,"Vin, the street urchin who has grown into the most powerful Mistborn in the land, and Elend Venture, the idealistic young nobleman who loves her, must build a healthy new society in the ashes of an empire. Three separate armies attack. As the siege tightens, an ancient legend seems to offer a glimmer of hope. But even if it really exists, no one knows where to find the Well of Ascension or what manner of power it bestows.","2022-11-28"
"7454721","9781548607975","2021 und davor","5 Books per month,Fantasy",0,,,386,1,,,,"","Arakkur: Das ferne Land","Das Ferne Land","en","","Pascal Wokan","Raschi","","","","","CreateSpace Independent Publishing Platform",386,"2017-07-04","paperback","Arakkur",2,,,,,,,,"Es gibt kein Licht ohne SchattenDas Schicksal Andurals wurde in einer gewaltigen Schlacht an den H�ngen der gro�en Schlucht entschieden und der Feind aus den fernen Landen besiegt. Nun brodelt es im Landesinneren und Rebellen unter der F�hrung eines Mannes namens Friedensstifter drohen die Fundamente des gesamten Reiches zu st�rzen. In diesen Zeiten liegt es nun an Cathien B�ndnisse zu schmieden, an Alrael den Schatten seiner Vergangenheit gegen�berzutreten und an Elhan uralten R�tseln und Prophezeiungen auf den Grund zu gehen. Denn der Feind erstarkt von neuem und plant die Kontrolle �ber die Schlucht vollends zu ergreifen. Ein Krieg zwischen Leben und Tod entfacht, die Zukunft Andurals steht auf dem Spiel ...�Eine w�rdige Fortsetzung des ersten Teils mit einer fesselnden und beeindruckenden Geschichte, die neue Ma�st�be setzt.� (lovelybooks)�Durchweg spannend und fl�ssig geschrieben. Wo bleibt Teil 3?� (lovelybooks)Die Arakkur-Saga im �berblick:Band 1: Arakkur - Die gro�e SchluchtBand 2: Arakkur - Das ferne LandBand 3: Arakkur - Das Seelenband (in Vorbereitung)","2022-11-28"
"2287867","9781545131688","2021 und davor","5 Books per month,Fantasy",0,,,424,1,,,,"","Arakkur: Die große Schlucht","Die Große Schlucht","en","","Pascal Wokan","Raschi","","","","","CreateSpace Independent Publishing Platform",424,"2017-04-06","paperback","Arakkur",1,,,,,,,,"Hinunter In die Schlucht In den Tod Alle Blicke richten sich auf die umk�mpfte und lebensfeindliche Schlucht, denn in ihrem Inneren w�chst die Knolle, die das Leben der Reichen und M�chtigen verl�ngert und seit Jahrzenten blutige Kriege zwischen den Herzogt�mern des Landes entfacht. W�hrend der K�nig um Macht und Einfluss f�rchtet, tritt ein neuer Feind auf den Plan und droht das Reich zu st�rzen. Doch das Land birgt ein Geheimnis und weckt ungeahnte Kr�fte in Auserw�hlten. Elhan, der als Sklave in die Schlucht geworfen wurde, muss das Geheimnis ergr�nden und den Weg seines Schicksals gehen...�Arakkur: Die Gro�e Schlucht bietet gro�es Lesevergn�gen, gro�artige Unterhaltung und macht Lust auf mehr.� (amazon)�Wer eine mitrei�ende Geschichte erleben m�chte und auch gewillt ist ein paar Seiten zu lesen, bevor es so richtig losgeht, der ist hierbei sehr gut beraten! Zurecht 5 Sterne.� (lovelybooks)�Arakkur: Die gro�e Schlucht ist ein gelungener Auftakt der Arakkur-Saga. Das Buch ist genauso, wie ein Fantasyroman sein sollte.� (nickislesewelt)Die Arakkur-Saga im �berblick:Band 1: Arakkur - Die gro�e SchluchtBand 2: Arakkur - Das ferne LandBand 3: Arakkur - Das Seelenband (in Vorbereitung)","2022-11-28"
"385669","9783442269662","2021 und davor","5 Books per month,Fantasy",0,,,640,1,,,,"","Im Schatten des Fürsten (Codex Alera, #2)","Codex Alera 2","de","","Jim Butcher","","","","","","Blanvalet Taschenbuch Verlag",640,"2013-12-16","paperback","Codex Alera",2,,,,,,,,"Zwei Jahre sind seit der gescheiterten Invasion der Marat vergangen. Und während Tavi dem Ende seiner Ausbildung zum kaiserlichen Spion entgegenfiebert, droht Alera bereits neue Gefahr. Denn ausgerechnet als Kaiser Gaius Sixtus schwer erkrankt und die Mächtigen des Reichs ihre Intrigen vorantreiben, bewegen sich die Furcht erregenden Vord auf die Hauptstadt zu – uralte Schreckensgestalten, für deren Wiedererweckung auch Tavi mitverantwortlich ist …","2022-11-28"
"7454672","9783423214124","2021 und davor","Fantasy",0,,,334,1,,,,"","Der kleine Hobbit",,"de","Language Readers","J.R.R. Tolkien","","Walter Scherf","","","","Dt. Taschenbuch-Verl.",334,"2012-01-01","paperback",,,,,,,,,,"Vorbei ist es mit dem beschaulichen Leben von Bilbo Beutlin, seit er sich auf ein Abenteuer eingelassen hat, das Hobbitvorstellungen bei Weitem übersteigt. Nicht nur, dass er sich auf eine Reise von der Dauer eines Jahres begibt, die ihn quer durch Mittelerde führen wird, er lässt sich auch vom Zwergenkönig als Meisterdieb unter Vertrag nehmen und verpflichtet sich, den Zwergen bei der Rückgewinnung ihres geraubten Schatzes zu helfen. Auf seiner abenteuerlichen Reise gelangt Bilbo in den Besitz des Ringes, den er später an seinen Neffen Frodo weitergibt – die Grundlage für die legendäre Trilogie um den »Einen Ring«.","2022-11-28"
"21804","9783442267743","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,545,1,,,,"","Die Herren von Winterfell (Das Lied von Eis und Feuer, #1)","Die Herren von Winterfell","de","Fantasy","George R.R. Martin","","Jörn Ingwersen","","","","Blanvalet",545,"2010-12-14","paperback","Das Lied von Eis und Feuer",1,,,,,,,,"Bộ sách đồ sộ và đình đám Trò chơi vương quyền là một series tiểu thuyết sử thi viễn tưởng của tiểu thuyết gia nổi tiếng người Mỹ George R. R. Martin. Lấy cảm hứng từ tiểu thuyết ""Cuộc chiến hoa hồng"" và ""Ivanhoe"" Martin bắt đầu viết bộ sách vào năm 1991 và năm 1996 ông cho ra mắt ấn phẩm đầu tiên. Cuốn tiểu thuyết cũng như cả bộ sách nhanh chóng nhận được sự đón chào nhiệt liệt của một lượng fan hâm mộ khổng lồ, trở thành các tác phẩm best seller của nhiều bảng xếp hạng uy tín. Từ dự định viết một bộ ba tập lúc ban đầu, đến nay Martin đã đẩy kế hoạch đó lên thành bảy tập; và tập năm của bộ sách đã được phát hành vào 12/07/2011 vừa qua.

Ngoài việc đoạt được hàng loạt các giải thưởng danh giá như giải khoa học viễn tưởng Hugo Award, bộ tiểu thuyết ""Trò chơi vương quyền"" đã được bán bản quyền cho hơn 20 nước và dịch ra hơn 20 ngôn ngữ trên thế giới. Tại quê hương của mình, tập thứ tư và thứ năm của bộ sách liên tục đứng ở vị trí số một trong Danh sách bán chạy nhất New York Times vào năm 2005 và 2011. Về số lượng, series tiểu thuyết này đã bán được hơn 7 triệu bản tại Mỹ và hơn 22 triệu bản trên toàn thế giới. Kênh truyền hình HBO đã chuyển thể series tiểu thuyết này sang series phim truyền hình chất lượng cao, đậm chất Holywood khiến danh tiếng của bộ sách cũng như tên tuổi của tác giả ngày càng vang xa. Hiện tại, HBO Việt Nam đang phát song series phim này vào tối thứ năm, thứ 6 hàng tuần.

Bộ sách viết về cuộc tranh giành quyền lực của bảy lãnh chúa vùng đất Weterlos và ...","2022-11-28"
"341134","9783764531027","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,798,1,,,,"","Ein Tanz mit Drachen (Das Lied von Eis und Feuer, #10)","Ein Tanz mit Drachen / ins Dt. übertr. von Andreas Helweg","de","","George R. R. Martin","","","","","","Blanvalet",798,"2012-07-23","paperback","Das Lied von Eis und Feuer",10,,,,,,,,"The fifth volume, part two of A Song of Ice and Fire, the greatest fantasy epic of the modern age. Now a major Sky Atlantic TV series from HBO, featuring a stellar cast.

The future of the Seven Kingdoms hangs in the balance.

In King’s Landing the Queen Regent, Cersei Lannister, awaits trial, abandoned by all those she trusted; while in the eastern city of Yunkai her brother Tyrion has been sold as a slave. From the Wall, having left his wife and the Red Priestess Melisandre under the protection of Jon Snow, Stannis Baratheon marches south to confront the Boltons at Winterfell. But beyond the Wall the wildling armies are massing for an assault…

On all sides bitter conflicts are reigniting, played out by a grand cast of outlaws and priests, soldiers and skinchangers, nobles and slaves. The tides of destiny will inevitably lead to the greatest dance of all.","2022-11-28"
"47538","9783764531041","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,830,1,,,,"","Der Sohn des Greifen (Das Lied von Eis und Feuer, #9)","Der Sohn des Greifen / ins Dt. übertr. von Andreas Helweg","de","Fantasy fiction","George R. R. Martin","","","","","","Penhaligon",830,"2012-05-21","paperback","Das Lied von Eis und Feuer",9,,,,,,,,"In the aftermath of a colossal battle, new threats are emerging from every direction.

Tyrion Lannister, having killed his father, and wrongfully accused of killing his nephew, King Joffrey, has escaped from King’s Landing with a price on his head.

To the north lies the great Wall of ice and stone – a structure only as strong as those guarding it. Eddard Stark's bastard son Jon Snow has been elected 998th Lord Commander of the Night’s Watch. But Jon has enemies both inside and beyond the Wall.

And in the east Daenerys Targaryen struggles to hold a city built on dreams and dust.","2022-11-28"
"341132","9783442268603","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,608,1,,,,"","Die dunkle Königin (Das Lied von Eis und Feuer, #8)",,"de","","George R.R. Martin","","","","","","Blanvalet",608,"2012-03-23","paperback","Das Lied von Eis und Feuer",8,,,,,,,,"Aber wenn sie auch als Eroberin ins vom Bürgerkrieg geschwächte Westeros kommt, so könnte sie doch die Rettung bringen. Denn die schrecklichen Anderen haben die uralte Schutzmauer im Norden überwunden …","2022-11-28"
"28460","9783442268597","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,576,1,,,,"","Zeit der Krähen (Das Lied von Eis und Feuer, #7)","Zeit der Krähen","de","","George R.R. Martin","","","","","","Blanvalet",576,"2012-01-16","paperback","Das Lied von Eis und Feuer",7,,,,,,,,"Daenerys Targaryen, die Letzte aus dem Geschlecht der Drachenkönige, bereitet jenseits des Meeres ihre Rückkehr in die Sieben Königreiche vor. An der Spitze einer riesigen Streitmacht und unterstützt von drei Drachen will sie die Krone zurückfordern.","2022-11-28"
"341131","9783442268474","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,832,1,,,,"","Die Königin der Drachen (Das Lied von Eis und Feuer, #6)","Die Königin der Drachen / ins Dt. übertr. von Andreas Helweg","de","","George R.R. Martin","","","","","","Blanvalet",832,"2011-12-19","paperback","Das Lied von Eis und Feuer",6,,,,,,,,"Da sehen sich die Streiter von Winterfell plötzlich einer ganz neuen Gefahr gegenüber. Eine Barbarenhorde dringt aus dem Norden in die Sieben Königreiche ein – und ihre Vorhut besteht aus beinahe unbezwingbaren übernatürlichen Kreaturen!","2022-11-28"
"21808","9783442268467","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,768,1,,,,"","Sturm der Schwerter (Das Lied von Eis und Feuer, #5)","Sturm der Schwerter / ins Dt. übertr. von Andreas Helweg","de","","George R.R. Martin","","","","","","Blanvalet",768,"2011-10-17","paperback","Das Lied von Eis und Feuer",5,,,,,,,,"Winter approaches Westeros like an angry beast.

The Seven Kingdoms are divided by revolt and blood feud. In the northern wastes, a horde of hungry, savage people steeped in the dark magic of the wilderness is poised to invade the Kingdom of the North where Robb Stark wears his new-forged crown. And Robb's defences are ranged against the South, the land of the cunning and cruel Lannisters, who have his young sisters in their power.

Throughout Westeros, the war for the Iron Throne rages more fiercely than ever, but if the wall is breached, no king will live to claim it.","2022-11-28"
"21807","9783442268214","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,672,1,,,,"","Die Saat des goldenen Löwen (Das Lied von Eis und Feuer, #4)",,"de","Imaginary wars and battles","George R.R. Martin","","","","","","Blanvalet",672,"2011-09-19","paperback","Das Lied von Eis und Feuer",4,,,,,,,,"Bürgerkrieg zerreißt das Reich Westeros, und der junge grausame König Joffrey Baratheon hält die Schwestern Sansa und Arya Stark als Geiseln, um ihren Bruder zur Treue zu zwingen. Während die ältere Sansa versuchen will, das beste aus der Situation zu machen, entscheidet sich Arya zur Flucht. Doch der Weg zu ihrer sicheren Heimat in Winterfell ist lang, und die verschiedenen Parteien, die im Bürgerkrieg aufeinanderprallen, sind nicht die einzige Gefahr für das junge Mädchen…","2022-11-28"
"21806","9783442268221","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,574,1,,,,"","Der Thron der Sieben Königreiche (Das Lied von Eis und Feuer, #3)","Der Thron der sieben Königreiche / ins Dt. übertr. von Andreas Helweg","de","Fantasy","George R.R. Martin","","","","","","Blanvalet",574,"2011-06-21","paperback","Das Lied von Eis und Feuer",3,,,,,,,,"Nach dem Tod seines Vaters ist es an dem erst fünfzehnjährigen Robb Stark, die Herrschaft über Winterfell und damit über den ganzen Norden von Westeros anzutreten. Robb kämpft noch um die Anerkennung und den Respekt seiner Untertanen, da bricht im Reich ein Bürgerkrieg aus. Für Robb stellt sich allerdings kaum die Frage, auf welcher Seite er kämpfen wird, denn der junge König Joffrey Baratheon hält seine Schwestern als Geisel. Und während das Reich zerbricht, wächst im eisigen Norden eine viel größere Gefahr heran …","2022-11-28"
"21805","9783442267811","2021 und davor","Top 100 Books Poster,5 Books per month,Fantasy",0,,,544,1,,,,"","Das Erbe von Winterfell (Das Lied von Eis und Feuer, #2)","Das Erbe von Winterfell","de","Short Stories","George R.R. Martin","","","","","","Blanvalet",544,"2011-03-14","paperback","Das Lied von Eis und Feuer",2,,,,,,,,"Die größte Fantasy-Saga unserer Zeit in vollständig überarbeiteter Neuausgabe!

Eddard Stark, der Lord von Winterfell, ist dem Ruf seines Königs und alten Freundes Robert Baratheon gefolgt und hat seine kalte Heimat im hohen Norden verlassen, um als Hand – als Roberts Berater und Stellvertreter – zu dienen. Eddard ist ein geradliniger, tapferer und aufrechter Mann, der sich jeder Gefahr mit dem Schwert entgegenstellen würde – doch die Ränke der Mächtigen bei Hof sind nichts, was man mit einem Schwert bekämpfen kann. Auch dann nicht, wenn man die Hand des Königs ist ...","2022-11-28"
"48373","9783764531225","2021 und davor","Fantasy",0,,,416,1,,,,"","Das Urteil der Sieben (Der Heckenritter von Westeros, #1-3)","Das Urteil der Sieben","de","","George R. R. Martin","","","","","","Penhaligon",416,"2013-09-23","paperback","The Tales of Dunk and Egg",1,,,,,,,,"Die Vorgeschichte zu »Das Lied von Eis und Feuer«

Ein Jahrhundert vor den Ereignissen in der Bestsellersaga »Das Lied von Eis und Feuer« nimmt ein Knappe namens Dunk das Schwert seines verstorbenen Herren an sich. Er will an einem Turnier teilnehmen, um selbst ein Ritter zu werden. Doch »Ser Duncan« hat noch viel zu lernen über die Welt der Edlen und Mächtigen. Beim Versuch, einen Platz im Turnier zu ergattern, macht er sich bald ebenso viele Feinde wie Freunde. Dunk ist ein fähiger Kämpfer mit einem starken Ehrempfinden. Doch wird das reichen, um ihn in den Augen der Welt als wahrer Ritter dastehen zu lassen? Oder ist er nur ein fehlgeleiteter junger Mann, der sich und andere in tödliche Gefahr bringt?","2022-11-28"
"1954406","9783764531836","2021 und davor","5 Books per month,Fantasy",0,,,608,1,,,,"","Die Gabe der Könige (Die Chronik der Weitseher, #1)",,"de","","Robin Hobb","","Eva Bauche-Eppers","","","","Penhaligon Verlag",608,"2017-08-28","paperback","Fitz-Weitseher Saga",1,,,,,,,,"Fitz ist ein Bastard, der Sohn eines Prinzen und eines Bauernmädchens. Doch schon in jungen Jahren nimmt ihn der König in seine Dienste. Noch ahnt Fitz nicht, was er für seine Treue aufgeben muss – seine Ehre, seine Liebe, sogar sein Leben! Denn die Intrigen bei Hofe sind mannigfaltig, und Fitz kann seine Augen nicht vor dem drohenden Unheil verschließen, das dem Reich droht. Doch da befiehlt ihm der König, genau das zu tun. Fitz muss sich entscheiden: Wird er gehorchen oder seinem eigenen Gewissen folgen?","2022-11-28"
"1954419","9783764531843","2021 und davor","5 Books per month,Fantasy",0,,,896,1,,,,"","Der Bruder des Wolfs (Die Chronik der Weitseher, #2)",,"de","","Robin Hobb","","Eva Bauche-Eppers","","","","Penhaligon Verlag",896,"2017-10-16","paperback","Fitz-Weitseher Saga",2,,,,,,,,"Fitz Chivalric hat bei der Verteidigung seines greisen Königs seine Gesundheit und beinahe auch seinen Verstand verloren. Doch König Listenreich bietet ihm keine Rache oder wenigstens Genugtuung. Schließlich war der Drahtzieher hinter Fitz' Verletzungen dessen eigener Onkel, der Sohn des Königs. Und der hat seine Pläne, um den Thron an sich zu reißen, nicht aufgegeben! Verzweifelt bemüht sich Fitz, die Intrigen des Prinzen zu durchkreuzen – und ahnt nicht, dass sein Schicksal längst besiegelt ist.","2022-11-28"
"1954413","9783764531867","2021 und davor","5 Books per month,Fantasy",0,,,1184,1,,,,"","Der Erbe der Schatten (Die Chronik der Weitseher, #3)",,"de","","Robin Hobb","","Eva Bauche-Eppers","","","","Penhaligon Verlag",1184,"2017-12-11","paperback","Fitz-Weitseher Saga",3,,,,,,,,"Fitz Chivalric hat versagt. Sein skrupelloser Onkel hat den Thron der sechs Provinzen an sich gerissen, und der wahre Herrscher, Prinz Veritas, gilt als tot. Fitz bleibt nur noch eines: Rache! Doch wie soll er bis zu dem Mann vordringen, der ihm alles genommen hat? Einem König, geschützt von Soldaten und Magie? Ohne Rücksicht auf sich selbst, treibt Fitz seine Pläne voran. Da erreicht ihn der Ruf eines Todgeglaubten – Prinz Veritas!","2022-11-28"
