"Book Id","ISBN","Bookshelf","Tags","Wishlist","Started Reading On","Ended Reading On","Pages Read","Read","My Rating","Short note","Advanced note","Quotes","Title","Subtitle","Language","Categories","Authors","Illustrators","Translators","Editors","Narrators","Photographers","Publisher","Page Count","Published At","Format","Series","Volume","Loan Type","Loan Name","Loan Start Date","Loan Due Date","Purchase From","Purchase Price","Purchase Date","Description","Date added"
"48367","9783442469376","2021 und davor","Fantasy,Horror",0,,,1040,1,,,,"","Der Übergang (Der Übergang, #1)","Roman","de","","Justin Cronin","","","","","","Goldmann TB",1040,"2011-12-12","paperback","The Passage",1,,,,,,,,"Das Mädchen Amy ist gerade einmal sechs Jahre alt, als es von zwei FBI -Agenten entführt und auf ein geheimes medizinisches Versuchsgelände verschleppt wird.

Man hat lange nach Amy gesucht: der optimalen Versuchsperson für ein mysteriöses Experiment, das nichts Geringeres zum Ziel hat, als Menschen unsterblich zu machen. Doch dann geht irgendetwas schief – völlig schief.

Von einem Tag auf den anderen rast die Welt dem Untergang entgegen. Und nur eine kann die Menschheit vielleicht noch retten: Amy Harper Bellafonte.","2022-11-26"
"15264","9783792000496","2021 und davor","Top 100 Books Poster,Jugendroman",0,,,96,1,3.5,,,"","Der kleine Prinz",,"de","Classics","Antoine de Saint-Exupery","","","","","","Rauch",96,"2012-01-01","paperback",,,,,,,,,,"Die Sonnenuntergänge liebt der kleine Prinz und das frische Wasser alter Ziehbrunnen. Von seinem Planeten, der kaum größer ist als er selbst, reist er mit Hilfe eines Vogelzuges zur Erde. Er lässt nicht viel zurück: ein paar winzige Vulkane, auf denen er immer sein Essen gekocht hat, und eine recht eigenwillige Rose. Dennoch stimmt ihn der Abschied traurig, denn er weiß nicht, ob er je zurückkommen wird. Auf seiner Reise besucht er die verschiedensten Sterne und lernt sonderbare Menschen kennen: einen König, der nur über eine alte Ratte regiert, einen Eitlen, dem alle Besucher applaudieren sollen, einen Geschäftsmann, der die Sterne wie Geld auf der Bank deponieren will. Endlich gelangt er zu Erde. Hier erfährt er wichtige Wahrheiten von einem Fuchs, der ein echter Freund für ihn wird. Er lernt, dass man die Dinge nicht oberflächlich, nach ihrem äußeren Schein beurteilen darf und dass man für alles, was man liebt, verantwortlich ist.","2022-11-25"
"19794","9781408855652","2021 und davor","Top 100 Books Poster,Fantasy,Jugendroman",0,,,224,1,,,,"","Harry Potter and the Philosopher's Stone Children's Ppbk Edition",,"en","Fiction,Middle Grade Books,Picture Books","J.K. Rowling","","","","","","Bloomsbury Press",224,"2014-09-30","paperback","Harry Potter",1,,,,,,,,"Harry Potter's life is miserable. His parents are dead and he's stuck with his heartless relatives, who force him to live in a tiny closet under the stairs. But his fortune changes when he receives a letter that tells him the truth about himself: he's a wizard. A mysterious visitor rescues him from his relatives and takes him to his new home, Hogwarts School of Witchcraft and Wizardry.

After a lifetime of bottling up his magical powers, Harry finally feels like a normal kid. But even within the Wizarding community, he is special. He is the boy who lived: the only person to have ever survived a killing curse inflicted by the evil Lord Voldemort, who launched a brutal takeover of the Wizarding world, only to vanish after failing to kill Harry.

Though Harry's first year at Hogwarts is the best of his life, not everything is perfect. There is a dangerous secret object hidden within the castle walls, and Harry believes it's his responsibility to prevent it from falling into evil hands. But doing so will bring him into contact with forces more terrifying than he ever could have imagined.

Full of sympathetic characters, wildly imaginative situations, and countless exciting details, the first installment in the series assembles an unforgettable magical world and sets the stage for many high-stakes adventures to come.","2022-11-25"
"19795","9781408855669","2021 und davor","Top 100 Books Poster,Fantasy,Jugendroman",0,,,256,1,,,,"","Harry Potter and the Chamber of Secrets",,"en","Fiction,Middle Grade Books,Picture Books","J.K. Rowling","","","","","","Bloomsbury Press",256,"2014-09-30","paperback","Harry Potter",2,,,,,,,,"Gift edition with stunning Jonny Duddle foiled cover art in a beautiful presentation slipcase. 

'There is a plot, Harry Potter. A plot to make the most terrible things happen at Hogwarts School of Witchcraft and Wizardry this year.'
Harry Potter's summer has included the worst birthday ever, doomy warnings from a house-elf called Dobby, and rescue from the Dursleys by his friend Ron Weasley in a magical flying car! Back at Hogwarts School of Witchcraft and Wizardry for his second year, Harry hears strange whispers echo through empty corridors -- and then the attacks start. Students are found as though turned to stone... Dobby's sinister predictions seem to be coming true. 
This gift edition hardback, presented in a beautiful foiled slipcase decorated with brand new line art by Jonny Duddle, will delight readers as they follow Harry and his friends through their second year at Hogwarts School of Witchcraft and Wizardry.","2022-11-25"
"11022","9781408855676","2021 und davor","Top 100 Books Poster,Fantasy,Jugendroman",0,,,320,1,,,,"","Harry Potter and the Prisoner of Azkaban",,"en","Fiction,Middle Grade Books,Picture Books","J.K. Rowling","","","","","","Bloomsbury Press",320,"2014-09-30","paperback","Harry Potter",3,,,,,,,,"""Welcome to the Knight Bus, emergency transportation for the stranded witch or wizard. Just stick out your wand hand, step on board and we can take you anywhere you want to go.""

When the Knight Bus crashes through the darkness and screeches to a halt in front of him, it's the start of another far from ordinary year at Hogwarts for Harry Potter. Sirius Black, escaped mass-murderer and follower of Lord Voldemort, is on the run - and they say he is coming after Harry. In his first ever Divination class, Professor Trelawney sees an omen of death in Harry's tea leaves... But perhaps most terrifying of all are the Dementors patrolling the school grounds, with their soul-sucking kiss...

--back cover","2022-11-25"
"9122","9781408855683","2021 und davor","Top 100 Books Poster,Fantasy,Jugendroman",0,,,638,1,,,,"","Harry Potter and the Goblet of Fire",,"en","Fiction,Middle Grade Books,Picture Books","J.K. Rowling","","","","","","Bloomsbury Press",638,"2014-09-30","paperback","Harry Potter",4,,,,,,,,"'There will be three tasks, spaced throughout the school year, and they will test the champions in many different ways ... their magical prowess - their daring - their powers of deduction - and, of course, their ability to cope with danger.'

The Triwizard Tournament is to be held at Hogwarts. Only wizards who are over seventeen are allowed to enter - but that doesn't stop Harry dreaming that he will win the competition. Then at Hallowe'en, when the Goblet of Fire makes its selection, Harry is amazed to find his name is one of those that the magical cup picks out. He will face death-defying tasks, dragons and Dark wizards, but with the help of his best friends, Ron and Hermione, he might just make it through - alive!

This gift edition hardback, presented in a beautiful foiled slipcase decorated with brand new line art by Jonny Duddle, will delight readers as they cheer Harry on through his fourth year at Hogwarts School of Witchcraft and Wizardry.","2022-11-25"
"11021","9781408855690","2021 und davor","Top 100 Books Poster,Fantasy,Jugendroman",0,,,768,1,,,,"","Harry Potter and the Order of the Phoenix",,"en","Fiction,Middle Grade Books,Picture Books","J.K. Rowling","","","","","","Bloomsbury Press",768,"2014-09-30","paperback","Harry Potter",5,,,,,,,,"""You are sharing the Dark Lord's thoughts and emotions. The Headmaster thinks it inadvisable for this to continue. He wishes me to teach you how to close your mind to the Dark Lord.""

Dark times have come to Hogwarts. After the Dementors' attack on his cousin Dudley, Harry Potter knows that Voldemort will stop at nothing to find him. There are many who deny the Dark Lord's return, but Harry is not alone: a secret order gathers at Grimmauld Place to fight against the Dark forces. Harry must allow Professor Snape to teach him how to protect himself from Voldemort's savage assaults on his mind. But they are growing stronger by the day and Harry is running out of time...","2022-11-25"
"11020","9781408855706","2021 und davor","Top 100 Books Poster,Fantasy,Jugendroman",0,,,608,1,,,,"","Harry Potter and the Half Blood Prince",,"en","Fiction,Middle Grade Books,Picture Books","J.K. Rowling","","","","","","Bloomsbury Press",608,"2014-09-30","paperback","Harry Potter",6,,,,,,,,"When Dumbledore arrives at Privet Drive one summer night to collect Harry Potter, his wand hand is blackened and shrivelled, but he does not reveal why. Secrets and suspicion are spreading through the wizarding world, and Hogwarts itself is not safe. Harry is convinced that Malfoy bears the Dark Mark: there is a Death Eater amongst them. Harry will need powerful magic and true friends as he explores Voldemort’s darkest secrets, and Dumbledore prepares him to face his destiny ...

Source: harrypotter.bloomsbury.com","2022-11-25"
"19796","9781408855713","2021 und davor","Top 100 Books Poster,Fantasy,Jugendroman",0,,,608,1,,,,"","Harry Potter and the Deathly Hallows",,"en","Fiction,Middle Grade Books,Picture Books","J.K. Rowling","Jonny Duddle,Tomislav Tomić","","","","","Bloomsbury Press",608,"2014-09-30","paperback","Harry Potter",7,,,,,,,,"""Give me Harry Potter,"" said Voldemort's voice, ""and none shall be harmed. Give me Harry Potter, and I shall leave the school untouched. Give me Harry Potter, and you will be rewarded.""

As he climbs into the sidecar of Hagrid's motorbike and takes to the skies, leaving Privet Drive for the last time, Harry Potter knows that Lord Voldemort and the Death Eaters are not far behind. The protective charm that has kept Harry safe until now is broken, but he cannot keep hiding. The Dark Lord is breathing fear into everything Harry loves, and to stop him Harry will have to find and destroy the remaining Horcruxes. The final battle must begin - Harry must stand and face his enemy...","2022-11-25"
"1542775","9783401501079","2021 und davor","Aus der Jugend,Fantasy,Jugendroman",0,,,328,1,,,,"","Malfuria - Das Geheimnis der singenden Stadt",,"de","","Christoph Marzi","","","","","","Arena Verlag",328,"2010-01-12","paperback","Malfuria",1,,,,,,,,"Ein Zeitalter voller Wunder. Ein Europa, aus dessen Fluten sich die großen Städte erheben. Ein Mädchen, das im Verborgenen lebt. Eine vergessene Königin, in deren Augen die Schatten wohnen. Eine uralte Macht, die wieder zu atmen beginnt: Hexen. Christoph Marzi - dessen Debütroman Lycidas auf furiose Weise die Aufmerksamkeit von Lesern und Presse auf sich zog - entwirft in seinem ersten Jugendbuch eine Welt, die angesichts ihrer fantastischen Facetten den Leser in Erstaunen versetzt. Ein unglaublich spannendes und gleichzeitig buntes Lesevergnügen, das weit über die Grenzen des Genres hinausgeht.","2022-11-25"
"1542773","9783401501086","2021 und davor","Aus der Jugend,Fantasy,Jugendroman",0,,,331,1,,,,"","Malfuria - Die Hüterin der Nebelsteine (Malfuria-Trilogie, #2)","Die Hüterin der Nebelsteine","de","","Christoph Marzi","","","","","","Arena",331,"2010-05-01","paperback","Malfuria",2,,,,,,,,"Die Gassen von Barcelona ertrinken in den Schatten. Catalina Soleado, die ganze Welten verändern kann, begibt sich in die Obhut von Malfuria, dem wandelnden Sturm aus Rabenfedern. Uraltes Wissen und längst vergessene Prophezeiungen leben dort im Verborgenen. Aber ihre Widersacher sind Catalina dicht auf der Spur. Das Mädchen flüchtet nach Lisboa, wo sie eine folgenschwere Entscheidung treffen muss. Denn nur so kann sie das Geheimnis ergründen, das in den alten Schriften schlummert. Das Geheimnis der Mephistia.","2022-11-25"
"1542772","9783401501093","2021 und davor","Aus der Jugend,Fantasy,Jugendroman",0,,,340,1,,,,"","Malfuria - Die Königin der Schattenstadt",,"de","","Christoph Marzi","","","","","","Arena",340,"2012-01-01","paperback","Malfuria",3,,,,,,,,"Die alte Welt versinkt in Schatten. Erst nachdem Catalina und ihr Gefährte Jordi sich in die glitzernde Straßen des magischen Marrakesh gerettet haben, erfahren sie, wo der Schlüssel zur Rettung ihrer Heimat wirklich liegt. Doch in den Abgründen der Stadt erweisen sich Wahrheiten nur zu oft als Trugbilder. Und als Catalina auf die Königin der Schattenstadt trifft, ändert sich alles für sie.","2022-11-25"
"4459083","9783785535219","2021 und davor","Aus der Jugend,Fantasy,Jugendroman",0,,,187,1,,,,"","Jenseits des Jahrtausends (Sieben Siegel, #0)",,"de","Thrillers","Kai Meyer","Wahed Khakdan","","","","","Loewe",187,"1999-01-01","hardcover",,,,,,,,,,"Man schreibt das Jahr 999. Die Jahrtausendwende steht bevor. Für die zwölfjährige Dea beginnt eine abenteuerliche Reise ins Ungewisse. Denn das Ziel der Reise kennt nur einer: Goten, der sein Leben der Jagd nach Dämonen und Hexen verschrieben hat. Doch was hat Goten mit dem unheimlichen Abakus zu tun, der ständig den Weg der Reisenden kreuzt? Steckt dahinter etwa der mysteriöse Geheimbund Arkanum? 
Dea macht sich auf die Suche nach der Wahrheit. Und sie wird gefangen in einer magischen Welt, in der es nur um eines geht: um die Macht über das neue Jahrtausend.","2022-11-25"
"3751390","9783789140259","2021 und davor","Aus der Jugend,Fantasy,Science Fiction,Jugendroman",0,,,365,1,,,,"","Epic (Epic, #1)",,"de","Fiction,Role playing,Video games","Conor Kostick","","","","","","Oetinger",365,"2006-06-01","hardcover","Epic",1,,,,,,,,"Welcome to a society governed through computer games!

 On New Earth, society is governed and conflicts are resolved in the arena of a fantasy computer game, Epic. If you win, you have the chance to fulfill your dreams; if you lose, your life both in and out of the game is worth nothing. When teenage Erik dares to subvert the rules of Epic, he and his friends must face the Committee. If Erik and his friends win, they may have the key to destroying the Committee's tyranny. But if they lose . . .","2022-11-25"
"1321517","9783789140303","2021 und davor","Aus der Jugend,Fantasy,Science Fiction,Jugendroman",0,,,363,1,,,,"","Saga (Epic #2)",,"de","Fantasy games","Conor Kostick","","","","","","Oetinger",363,"2007-07-01","hardcover","Epic",2,,,,,,,,,"2022-11-25"
"1510839","9783764531287","2021 und davor","5 Books per month,Fantasy",0,,,512,1,,,,"","Ein Sturm zieht auf  (Die Brücke der Gezeiten, #1)",,"de","","David Hair","","","","","","Penhaligon",512,"2013-12-09","paperback","Brücke der Gezeiten",1,,,,,,,,,"2022-11-25"
"2321935","9783764531263","2021 und davor","5 Books per month,Fantasy",0,,,512,1,,,,"","Am Ende des Friedens (Die Brücke der Gezeiten, #2)","Am Ende des Friedens","de","","David Hair","","","","","","Penhaligon",512,"2014-06-23","paperback","Brücke der Gezeiten",2,,,,,,,,"Auf der Brücke der Gezeiten wird sich das Schicksal der Welt entscheiden

Zweimal schon hat sich die Mondflutbrücke aus den Fluten erhoben und die zwei Kontinente Yuros und Antiopia für kurze Zeit miteinander verbunden. Jetzt steht die dritte Mondflut unmittelbar bevor – und ein Krieg scheint unausweichlich! Die Herrscher beider Reiche scharen Kampftruppen und Magier um sich. Niemand ahnt jedoch, dass dieser Krieg nicht durch Waffen und Zauberei entschieden werden wird. Nicht einmal die drei jungen Menschen selbst, auf deren Schultern das Schicksal der ganzen Welt lastet …","2022-11-25"
"2321980","9783764531393","2021 und davor","5 Books per month,Fantasy",0,,,512,1,,,,"","Die scharlachrote Armee (Die Brücke der Gezeiten, #3)","Die scharlachrote Armee","de","","David Hair","","","","","","Penhaligon",512,"2015-06-29","paperback","Brücke der Gezeiten",3,,,,,,,,"Wenn sich das Meer blutrot färbt, steht der Krieg bevor!

Die Flut der Gezeiten ist gekommen, und eine scharlachrote Legion versetzt dem Osten einen blutigen Schlag. Im Namen des Kaisers morden seine Inquisitoren auf der Suche nach dem mächtigsten Artefakt aller Zeiten. Doch als der Osten und der Westen endlich durch die Brücke der Gezeiten verbunden sind, erhebt sich eine ungeahnte Macht, die dem Willen des Kaisers trotzt: Ein gescheiterter Magier und ein ungestümes Zigeunermädchen beschließen, den Frieden zurück nach Urte zu bringen. Doch damit dies gelingt, müssen die beiden gegen die scharlachrote Armee bestehen …","2022-11-25"
"2279793","9783734160585","2021 und davor","5 Books per month,Fantasy",0,,,512,1,,,,"","Die Waffen der Wahrheit (Die Brücke der Gezeiten, #4)","Die Waffen der Wahrheit","de","","David Hair","","","","","","Blanvalet",512,"2015-10-19","paperback","Brücke der Gezeiten",4,,,,,,,,"Die epische Saga voller überraschender Wendungen, vielschichtiger Charaktere und einer komplexen Welt.

Der gescheiterte Magier Alaron gelangt zusammen mit dem Zigeunermädchen Cym auf den fremden Kontinent Antiopia. Dort erwarten sie grausame Feinde: Inquisitoren und Seelentrinker zwingen die Freunde in einen erbarmungslosen Kampf um das mächtigste Artefakt der Welt, das über die Zukunft beider Kontinente entscheiden wird. Doch niemand weiß, welcher Seite das rätselhafte Artefakt zum Sieg verhelfen wird – oder ob es die verfeindeten Kontinente, die die Brücke der Gezeiten verbindet, endgültig verwüsten wird …","2022-11-25"
"2279795","9783734160752","2021 und davor","5 Books per month,Fantasy",0,,,496,1,,,,"","Der Zorn des Propheten (Die Brücke der Gezeiten, #5)","Der Zorn des Propheten","de","","David Hair","","","","","","Blanvalet",496,"2016-05-16","paperback","Brücke der Gezeiten",5,,,,,,,,"Drei Gefährten. Zwei Kontinente. Ein mysteriöses Artefakt, das die Zukunft der Welt bestimmt.


Die barbarischen Kriegshorden des Reiches von Yuros ziehen ihre blutige Spur durch das ehemals friedliche Antiopia, um es unbarmherzig zu unterwerfen. Doch als die antiopischen Soldaten einen Sieg um die Mauern der mächtigen Stadt Shaliyah erringen können, wendet sich das Blatt. Doch beide Seiten wissen nicht, dass der wahre Schlüssel zum Schicksal der Welt in den Händen des Magiers Alaron und des ehemaligen Marktmädchens Ramita liegt: denn die Skytale des Corineus, ein uraltes Artefakt, verleiht ihrem Besitzer unbegrenzte Macht ...","2022-11-25"
"4001580","9783734160769","2021 und davor","5 Books per month,Fantasy",0,,,576,1,,,,"","Der unheilige Krieg (Die Brücke der Gezeiten, #6)","Der unheilige Krieg","de","","David Hair","","","","","","Blanvalet Taschenbuch Verlag",576,"2017-04-17","paperback","Brücke der Gezeiten",6,,,,,,,,"In diesem Krieg ist nichts heilig ...


Der Krieg tobt um die Mauern der heiligen Stadt Shaliyah und auf dem ganzen Kontinent, doch die Truppen des Ostens schöpfen neue Kraft ― und der Kampf um Urte ist noch nicht entschieden. Denn der Schlüssel zum Sieg befindet sich nicht in den Waffen der Soldaten, sondern in einem uralten Artefakt. Doch das liegt in den Händen von Ramita. Sie, die Witwe des größten Magiers aller Zeiten, trägt die Macht in sich, den Krieg zu beenden ― oder die Welt zu zerreißen.","2022-11-25"
"4001603","9783734160776","2021 und davor","5 Books per month,Fantasy",0,,,608,1,,,,"","Die verlorenen Legionen (Die Brücke der Gezeiten, #7)","Die verlorenen Legionen","de","","David Hair","","","","","","Blanvalet Taschenbuch Verlag",608,"2018-02-19","paperback","Brücke der Gezeiten",7,,,,,,,,"Die Brücke der Gezeiten versinkt bald in den Fluten ― aber der Krieg ist noch nicht vorbei ...

Die Mondflut geht ihrem Ende entgegen. Bald wird die Brücke der Gezeiten wieder im Meer versinken und die beiden Kontinente der Welt Urte erneut für zwölf Jahre voneinander trennen. Dem yurischen Kaiser Constant bleibt nur noch wenig Zeit, auch das östliche Antiopia zu unterwerfen, die verlorenen Legionen sind zwischen zwei feindlichen Armeen eingekesselt, und das mächtige Artefakt, das über das Schicksal der beiden Kontinente entscheiden könnte, ist in die falschen Hände gefallen. Können der Magier Alaron und seine Begleiterin Ramita die Skytale zurückerobern, oder wird Urte für immer im Chaos versinken?","2022-11-25"
"1528502","9781784290986","2021 und davor","Fantasy",0,,,688,1,,,,"","Empress of the Fall (Sunsurge Quartet, #1)","The Sunsurge Quartet","en","Fantasy","David Hair","","","","","","Jo Fletcher",688,"2018-02-22","paperback","The Sunsurge Quartet",1,,,,,,,,"Empress of the Fall – Book One of The Sunsurge Quartet, the sequel series to The Moontide Quartet, which concluded in 2015.

The Emperor is dead - long live the Empress! Emperor Constant is dead and his rivals are scrabbling for power - but any misstep could plunge the land, already devastated by the shocking outcome of the Third Crusade, into a calamitous civil war. The Imperial throne is not the only one in jeopardy. Two brothers, imprisoned veterans of the Crusades, finally return home to find their father's kingdom being plundered - but the price of regaining their birthright will have far-reaching implications for the entire empire. In the East, Sultan Salim, peacemaker and visionary ruler, faces his greatest challenge as his people demand an invasion of the West in retribution for the Rondian Crusades And lurking in the darkness, orchestrating both the power struggles and the inevitable conflicts, is a shadowy group threatening to destroy civilisation itself. Once more, Urte stands on the brink of cataclysm.","2022-11-25"
"1528504","9781784290948","2021 und davor","Fantasy",0,,,608,1,,,,"","Prince of the Spear","The Sunsurge Quartet","en","Fantasy","David Hair","","","","","","Jo Fletcher Books",608,"2019-03-21","paperback","The Sunsurge Quartet",2,,,,,,,,"Desperate for the next Game of Thrones? Prince of the Spear continues the Sunsurge Quartet and delivers a full-on fix of epic fantasy.

The unthinkable has happened. With the Leviathan Bridge critically damaged and its towers unable to control the skies between Yuros and Antiopia, the East has invaded the West. A vast windfleet, constructed in secret, is winging across the Pontic Sea

The holy Shihad has begun.

The Rondian Empire is divided and weak. Empress Lyra has barely survived a coup, triggered by a masked cabal whose members still remain concealed in the highest echelons of her court. Only Lyra's secret affinity to the heretical power of dwyma saved her - but that affinity is also her most dangerous weakness.

As empires clash, lives are torn apart and long-held beliefs are overthrown by circumstance and desperation. A young queen whose court is riddled with traitors turns to the wrong people in her hour of need. Two princes clash in the skies, the fate of two nations riding on their skill. Two brothers must reconcile disparate cultures to regain their kingdom. An idealistic rabble-rouser sees a chance to strike. And a small group of dwymancers grope blindly for knowledge in a race against time before the masked Cabal strike again.","2022-11-25"
"1528505","9781784290917","2021 und davor","Fantasy",0,,,672,1,,,,"","Hearts of Ice: The Sunsurge Quartet Book 3","The Sunsurge Quartet","en","Fantasy","David Hair","","","","","","Quercus Publishing",672,"2019-10-17","paperback","The Sunsurge Quartet",3,,,,,,,,"Summer is gone, and the world is turning to ice.

The Rondian Empress Lyra has lost her husband, her army is defeated and the deadly Masked Cabal have seized the Holy City. Her allies have abandoned her and her empire is spiralling into chaos - and her only weapon is a forbidden magic she dare not use. She can't survive alone - but who can she still trust?

'Vibrant, memorable characters' - SciFi Now

The Eastern conqueror Sultan Rashid is victorious on the battlefield, but now he faces an enemy more deadly than Rondian knights: the winter. Unless he captures a major city to shelter his huge armies, his plans to overthrow the West face ruin in the snow. But standing between his men and safety is the remnants of a defeated army led by a general who knows all about fighting for survival.

'An epic journey of ordinary people destined to change the course of history . . . alluring . . . gripping' - BoHoMind.com

There are no easy options left. Lyra and her fellow dwymancers must master their deadly magic, whatever the cost. Even those who believe themselves to be fighting for good must grasp the reins of power with cold-hearted determination, and use even the most terrible weapon, if they are to stop the world from falling apart . . . for ever.","2022-11-25"
"1528676","9781784290566","2021 und davor","Fantasy",0,,,688,1,,,,"","Mother of Daemons","The Sunsurge Quartet Book 4","en","Fantasy","David Hair","","","","","","Quercus Publishing",688,"2021-04-13","paperback","The Sunsurge Quartet",4,,,,,,,,"'A remarkable series' SFFANZ

She's the Empress of the Fall . . . and her empire is falling apart.

Lyra, Queen of Rondelmar, has fought enemies without and within, dealt with grief and loss, embraced forbidden magic, found her father and borne a child - and still it isn't enough. Her enemies are on the march and the Rondian Empire is collapsing.

But a more dangerous adversary is out there . . . and he is winning.

Ervyn Naxius, amoral genius, has unleashed war on two continents and now laughing as the world of Urte tears itself apart. Kings and priests dance to his tune and his daemonic followers are spreading through the lands, but still he isn't satisfied. His ultimate goal - absolute control of all life - is finally within his reach . . .

Are these the Last Days, when the daemons rise up to claim the world?

From snowbound Mollachia to the beleaguered walls of Norostein, from the poisonous court of the new sultan to the deadly intrigues of Pallas, the omens are clear. Only Lyra and a handful of other heretical dwymancers have grasped the true danger - and they won't give up until every last hope is buried . . .","2022-11-25"
"1640932","9783734161377","2021 und davor","Fantasy",0,,,512,1,,,,"","Das Herz des Bösen (Das Schwert der Wahrheit,  #15; Die Legende von Richard und Kahlan, #4)",,"de","","Terry Goodkind","","","","","","Blanvalet",512,"2017-12-18","paperback","Das Schwert der Wahrheit",15,,,,,,,,"Endlich: Das lang ersehnte Finale der internationalen Bestsellersaga um Richard und Kahlan.

Die Grenze zwischen dem Totenreich und der Welt des Lebens ist gefallen. Eine Armee Halbtoter rückt gegen den Palast des Volkes vor und droht, das D´Haranische Reich für immer auszulöschen. Nur wenn es Kahlan Amnell gelingt, Richard aus dem Totenreich zurückzuholen, hat dieser noch eine Chance, seine Welt vor dem Untergang zu bewahren – in einem Krieg, der bereits vor Jahrtausenden begonnen wurde. Die entscheidende Mission im Kampf gegen die okkulte Magie steht bevor …","2022-11-25"
"1637001","9783734160349","2021 und davor","Fantasy",0,,"2020-11-25",620,1,,,,"","Die Seelen der Toten (Das Schwert der Wahrheit, #14; Die Legende von Richard und Kahlan, #3)","Die Seelen der Toten","de","","Terry Goodkind","","","","","","Blanvalet",620,"2016-12-19","paperback","Das Schwert der Wahrheit",14,,,,,,,,"Zwei unerbittliche Generäle führen eine riesige Totenarmee aus den hintersten Winkeln des D‘Haranischen Reiches bis in dessen Zentrum. Doch ihr Ziel ist nicht die Zerstörung des Reiches, sie wollen die Welt der Lebenden vernichten.

Richard und Kahlan sind mit der Essenz des Todes infiziert, was ihnen ihre Kräfte raubt und sie schließlich das Leben kosten wird. Sie müssen um jeden Preis den Palast des Volkes erreichen, um sich und das Reich zu retten. Doch die tödliche Bedrohung lauert überall.","2022-11-25"
"1588692","9783734160332","2021 und davor","Fantasy",0,,,608,1,,,,"","Im Reich der Jäger (Das Schwert der Wahrheit, #13; Die Legende von Richard und Kahlan, #2)",,"de","","Terry Goodkind","","","","","","Blanvalet",608,"2016-03-14","paperback","Das Schwert der Wahrheit",13,,,,,,,,"Er kämpft gegen einen unsichtbaren Feind, um seine Welt zu retten!

Eine neue Bedrohung zieht in den Dunklen Landen auf. Mit der Essenz des Todes infiziert und seiner Macht als Zauberer beraubt, muss Richard schnellstmöglich die teuflische Verschwörung aufdecken, die hinter der Mauer hoch im Norden brodelt. Seine Freunde und Verbündeten sind bereits Gefangene eines fürchterlichen Feindes, und Kahlan, die ebenfalls vom Tod höchstpersönlich berührt wurde, wird sterben, wenn Richard versagt. Ohne seine Magie bleiben Richard nur noch sein Schwert, sein Verstand und seine innere Stimme – und eine außergewöhnliche Begleiterin, die junge Heilerin Samantha …","2022-11-25"
"1577572","9783442268382","2021 und davor","Fantasy",0,,,608,1,,,,"","Dunkles Omen (Das Schwert der Wahrheit, #12; Die Legende von Richard und Kahlan, #1)",,"de","Science Fiction","Terry Goodkind","","Caspr Holz","","","","Blanvalet",608,"2012-02-20","paperback","Das Schwert der Wahrheit",12,,,,,,,,"Angabe des Verlages:

Richard Rahl und seine geliebte Kahlan haben triumphiert. Die Bedrohung durch den finsteren Kaiser Jagang ist endgültig beseitigt, und endlich kehrt Frieden in D’Hara ein. Doch nicht für lange! Ein uraltes Orakel, das sich noch nie geirrt hat, prophezeit eine Katastrophe, die nicht nur Richard und Kahlan treffen wird, sondern jeden Menschen und alle Geschöpfe. Es scheint nur eine Möglichkeit zu geben, das Unheil abzuwenden – und der Preis dafür ist höher, als ihn ein Sterblicher zu zahlen vermag …","2022-11-25"
"1511685","9783442373901","2021 und davor","Fantasy",0,,,672,1,,,,"","Konfessor (Schwert der Wahrheit, #11)",,"de","Science Fiction","Terry Goodkind","","","","","","Blanvalet",672,"2009-12-07","paperback","Das Schwert der Wahrheit",11,,,,,,,,"Angabe des deutschen Verlages:

Eine Liebe, die stärker ist als der Tod, stärker als das Schicksal, sogar stärker als das absolut Böse!

Dunkelheit senkt sich auf die Midlands herab, und das Böse droht die letzten freien Menschen zu überwältigen. Jetzt muss sich Richard Rahl einer entsetzlichen Erkenntnis stellen: Er muss zulassen, was geschehen wird. Doch das bedeutet auch, dass er seine Liebe zu Kahlan verleugnen muss, um die Welt zu retten …","2022-11-25"
"1511682","9783442373895","2021 und davor","Fantasy",0,,,638,1,,,,"","Am Ende der Welten (Das Schwert der Wahrheit, #10)",,"de","Science Fiction","Terry Goodkind","","","","","","Blanvalet",638,"2009-10-12","paperback","Das Schwert der Wahrheit",10,,,,,,,,"On the day she awoke remembering nothing but her name, Kahlan Amnell became the most dangerous woman alive. For everyone else, that was the day that the world began to end.

As her husband, Richard, desperately searches for his beloved, whom only he remembers, he knows that if she doesn't soon discover who she really is, she will unwittingly become the instrument that will unleash annihilation. But Kahlan learns that if she ever were to unlock the truth of her lost identity, then evil itself would finally possess her, body and soul.

If she is to survive in a murky world of deception and betrayal, where life is not only cheap but fleeting, Kahlan must find out why she is such a central figure in the war-torn world swirling around her. What she uncovers are secrets darker than she could ever have imagined.","2022-11-25"
